yourlist:M20190125216DA2B77BFBD2E6699CA9B6D1C41EB203BCDBR	Entry	Entry name	Status	Protein names	Gene names	Organism	Proteomes
I7F561	I7F561	I7F561_MYCS2	unreviewed	Transcriptional regulator, GntR family	MSMEI_0279	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7G2T9	I7G2T9	I7G2T9_MYCS2	unreviewed	Diacylglycerol O-acyltransferase (EC 2.3.1.20)	MSMEI_0283	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7F571	I7F571	I7F571_MYCS2	unreviewed	Transcriptional regulator, MarR family	MSMEI_0289	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7F576	I7F576	I7F576_MYCS2	unreviewed	Putative glycolate oxidase FAD-linked subunit (EC 1.1.2.4)	MSMEI_0294	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7FW09	I7FW09	I7FW09_MYCS2	unreviewed	Esterase LipO	MSMEI_0296	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
A0QP81	A0QP81	A0QP81_MYCS2	unreviewed	Acyl-CoA synthase	MSMEG_0304	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000000757: Chromosome
I7G2U7	I7G2U7	I7G2U7_MYCS2	unreviewed	Phospholipid/glycerol acyltransferase	MSMEI_0298	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7F585	I7F585	I7F585_MYCS2	unreviewed	Glycosyltransferase	MSMEI_0304	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7G1K0	I7G1K0	I7G1K0_MYCS2	unreviewed	2-dehydro-3-deoxyphosphogluconate aldolase/4-hydroxy-2-oxoglutarate aldolase (EC 4.1.2.14)	MSMEI_0305	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7FW17	I7FW17	I7FW17_MYCS2	unreviewed	6-phosphogluconate dehydratase (EC 4.2.1.12)	MSMEI_0306	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
A0QP90	A0QP90	G6PD_MYCS2	reviewed	Glucose-6-phosphate 1-dehydrogenase (G6PD) (EC 1.1.1.49)	zwf MSMEG_0314 MSMEI_0307	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000000757: Chromosome, UP000006158: Chromosome
I7G2V1	I7G2V1	I7G2V1_MYCS2	unreviewed	ROK-family transcriptional regulator	MSMEI_0308	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7G1K3	I7G1K3	I7G1K3_MYCS2	unreviewed	Conserved membrane protein	MSMEI_0310	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
A0QP94	A0QP94	A0QP94_MYCS2	unreviewed	Acyltransferase	MSMEG_0319	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000000757: Chromosome
I7F598	I7F598	I7F598_MYCS2	unreviewed	Uncharacterized protein	MSMEI_0314	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7G1L0	I7G1L0	I7G1L0_MYCS2	unreviewed	Betaine-aldehyde dehydrogenase (EC 1.2.1.-)	MSMEI_0320	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7FW38	I7FW38	I7FW38_MYCS2	unreviewed	Acetyl-/propionyl-CoA carboxylase beta subunit accD2 (EC 6.4.1.3)	pccB-1 MSMEI_0326	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
A0QPA9	A0QPA9	A0QPA9_MYCS2	unreviewed	Acetyl-/propionyl-coenzyme A carboxylase alpha chain (EC 6.3.4.14)	MSMEG_0334	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000000757: Chromosome
I7G2W6	I7G2W6	I7G2W6_MYCS2	unreviewed	Enoyl-CoA hydratase/isomerase (EC 4.2.1.17)	MSMEI_0328	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7F5B6	I7F5B6	I7F5B6_MYCS2	unreviewed	Uncharacterized protein	MSMEI_0329	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7G1L8	I7G1L8	I7G1L8_MYCS2	unreviewed	Uncharacterized protein	MSMEI_0330	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7FW42	I7FW42	I7FW42_MYCS2	unreviewed	Acyl-CoA dehydrogenase-like protein	fadE12 MSMEI_0331	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
A0QPB5	A0QPB5	A0QPB5_MYCS2	unreviewed	Enoyl-CoA hydratase/isomerase family protein	MSMEG_0340	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000000757: Chromosome
I7FW48	I7FW48	I7FW48_MYCS2	unreviewed	Transcriptional regulator, TetR family	MSMEI_0336	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7G1M8	I7G1M8	I7G1M8_MYCS2	unreviewed	Conserved MCE associated membrane protein	MSMEI_0345	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
A0QPD3	A0QPD3	RIR2H_MYCS2	reviewed	R2-like ligand binding oxidase (EC 1.-.-.-) (Ribonucleotide reductase R2 subunit homolog) (Ribonucleotide reductase small subunit homolog)	nrdB MSMEG_0358 MSMEI_0351	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000000757: Chromosome, UP000006158: Chromosome
A0QPD4	A0QPD4	AFTD_MYCS2	reviewed	Alpha-(1->3)-arabinofuranosyltransferase (EC 2.4.2.47) (Arabinofuranan 3-O-arabinosyltransferase)	aftD MSMEG_0359 MSMEI_0352	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000000757: Chromosome, UP000006158: Chromosome
I7F5E6	I7F5E6	I7F5E6_MYCS2	unreviewed	Uncharacterized protein	MSMEI_0354	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7G1N5	I7G1N5	I7G1N5_MYCS2	unreviewed	Amidohydrolase 2	MSMEI_0355	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7FW66	I7FW66	I7FW66_MYCS2	unreviewed	Transcriptional regulatory protein (Probably TetR-family)	MSMEI_0356	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7G2Z6	I7G2Z6	I7G2Z6_MYCS2	unreviewed	Uncharacterized protein	MSMEI_0358	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7F5F2	I7F5F2	I7F5F2_MYCS2	unreviewed	Uncharacterized protein	MSMEI_0359	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
A0QPE2	A0QPE2	A0QPE2_MYCS2	unreviewed	O-demethylpuromycin-O-methyltransferase (EC 2.1.1.38)	MSMEG_0367	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000000757: Chromosome
I7FW71	I7FW71	I7FW71_MYCS2	unreviewed	Conserved hypothetical alanine and proline rich protein	MSMEI_0361	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7FD59	I7FD59	I7FD59_MYCS2	unreviewed	Uncharacterized protein	MSMEI_0362	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7G300	I7G300	I7G300_MYCS2	unreviewed	Uncharacterized protein	MSMEI_0363	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7F5F7	I7F5F7	I7F5F7_MYCS2	unreviewed	MaoC-like dehydratase	MSMEI_0364	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7G1P3	I7G1P3	I7G1P3_MYCS2	unreviewed	3-oxoacyl-acyl-carrier protein reductase FabG4 (EC 1.1.1.100)	fabG4 MSMEI_0365	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7FW74	I7FW74	I7FW74_MYCS2	unreviewed	Putative acetyl-COA acyltransferase Fada2 (3-ketoacyl-COA thiolase) (Beta-ketothiolase) (EC 2.3.1.16)	fadA2 MSMEI_0366	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7F5I9	I7F5I9	I7F5I9_MYCS2	unreviewed	MmpS4	mmpS4 MSMEI_0374	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7G1R8	I7G1R8	I7G1R8_MYCS2	unreviewed	Transmembrane protein	mmpL4b MSMEI_0375	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
A0QPF9	A0QPF9	RMLA_MYCS2	reviewed	Glucose-1-phosphate thymidylyltransferase (EC 2.7.7.24) (dTDP-glucose pyrophosphorylase) (dTDP-glucose synthase)	rmlA rfbA MSMEG_0384 MSMEI_0377	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000000757: Chromosome, UP000006158: Chromosome
A0QPG0	A0QPG0	A0QPG0_MYCS2	unreviewed	Putative glycosyl transferase (EC 2.-.-.-)	MSMEG_0385	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000000757: Chromosome
I7FD96	I7FD96	I7FD96_MYCS2	unreviewed	Uncharacterized protein	MSMEI_0382	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
A0QPG6	A0QPG6	A0QPG6_MYCS2	unreviewed	Rmt3 protein	MSMEG_0391	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000000757: Chromosome
Q2YHH7	Q2YHH7	Q2YHH7_MYCS2	unreviewed	Gtf2	gtf2	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	
I7FD99	I7FD99	I7FD99_MYCS2	unreviewed	Uncharacterized protein	MSMEI_0387	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
A0QPI4	A0QPI4	A0QPI4_MYCS2	unreviewed	Condensation domain protein	MSMEG_0409	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000000757: Chromosome
I7F5L4	I7F5L4	I7F5L4_MYCS2	unreviewed	Oxidoreductase, 2OG-Fe(II) oxygenase family (EC 1.14.11.-)	MSMEI_0404	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7G1T4	I7G1T4	I7G1T4_MYCS2	unreviewed	Flavin reductase-like, FMN-binding protein	MSMEI_0405	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
A0QPJ1	A0QPJ1	A0QPJ1_MYCS2	unreviewed	Uncharacterized protein	MSMEG_0416	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000000757: Chromosome
I7G369	I7G369	I7G369_MYCS2	unreviewed	Succinate dehydrogenase subunit A (EC 1.3.-.-)	MSMEI_0408	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7FWD2	I7FWD2	I7FWD2_MYCS2	unreviewed	PEP phosphonomutase (EC 2.7.8.23)	MSMEI_0411	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7G1T9	I7G1T9	I7G1T9_MYCS2	unreviewed	Transcriptional regulator, GntR family	MSMEI_0415	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7F5N2	I7F5N2	I7F5N2_MYCS2	unreviewed	Urea amidolyase related protein (EC 3.5.1.54)	MSMEI_0424	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7G1U4	I7G1U4	I7G1U4_MYCS2	unreviewed	Allophanate hydrolase subunit 1	MSMEI_0425	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7FDD3	I7FDD3	I7FDD3_MYCS2	unreviewed	Periplasmic iron-transport lipoprotein	MSMEI_0427	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7F5N8	I7F5N8	I7F5N8_MYCS2	unreviewed	Uncharacterized protein	MSMEI_0429	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
A0QPL8	A0QPL8	A0QPL8_MYCS2	unreviewed	Hydrolase, carbon-nitrogen family protein	MSMEG_0443	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000000757: Chromosome
I7FDD8	I7FDD8	I7FDD8_MYCS2	unreviewed	Putative agmatine deiminase (EC 3.5.3.12)	MSMEI_0432	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7G391	I7G391	I7G391_MYCS2	unreviewed	Uncharacterized protein	MSMEI_0433	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7F5P4	I7F5P4	I7F5P4_MYCS2	unreviewed	Amino acid permease-associated region	MSMEI_0434	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7G1U9	I7G1U9	I7G1U9_MYCS2	unreviewed	Organic hydroperoxide resistance protein, osmC family (EC 4.6.1.1)	MSMEI_0435	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7FWF1	I7FWF1	I7FWF1_MYCS2	unreviewed	Transcriptional regulator, MarR family	MSMEI_0436	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7FDE2	I7FDE2	I7FDE2_MYCS2	unreviewed	Drug resistance transporter EmrB/QacA subfamily	MSMEI_0437	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7G395	I7G395	I7G395_MYCS2	unreviewed	Uncharacterized protein	MSMEI_0438	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7G1V2	I7G1V2	I7G1V2_MYCS2	unreviewed	Gluconokinase (EC 2.7.1.12)	MSMEI_0440	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7FWF5	I7FWF5	I7FWF5_MYCS2	unreviewed	GntR-family transcriptional regulator	MSMEI_0441	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7FDE7	I7FDE7	I7FDE7_MYCS2	unreviewed	Aldehyde Dehydrogenase (EC 1.2.1.-)	MSMEI_0442	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
A0QPN1	A0QPN1	TOPOM_MYCS2	reviewed	Topoisomerase subunit TopoM (EC 5.99.1.3)	topoM MSMEG_0456 MSMEI_0443	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000000757: Chromosome, UP000006158: Chromosome
A0QPN2	A0QPN2	TOPON_MYCS2	reviewed	Topoisomerase subunit TopoN (EC 5.99.1.3) (DNA gyrase subunit B-like protein MSMEG_0457/MSMEI_0444)	topoN MSMEG_0457 MSMEI_0444	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000000757: Chromosome, UP000006158: Chromosome
A0QPN5	A0QPN5	A0QPN5_MYCS2	unreviewed	Alpha/beta hydrolase fold	MSMEG_0460	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000000757: Chromosome
I7FWG0	I7FWG0	I7FWG0_MYCS2	unreviewed	Transcriptional regulator, TetR family	MSMEI_0451	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7FDF6	I7FDF6	I7FDF6_MYCS2	unreviewed	Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase (EC 2.7.4.7)	MSMEI_0452	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7G3A6	I7G3A6	I7G3A6_MYCS2	unreviewed	Uncharacterized protein	MSMEI_0453	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7G1W0	I7G1W0	I7G1W0_MYCS2	unreviewed	GCN5-related N-acetyltransferase	MSMEI_0455	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7FDG1	I7FDG1	I7FDG1_MYCS2	unreviewed	Uncharacterized protein	MSMEI_0457	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7F5R7	I7F5R7	I7F5R7_MYCS2	unreviewed	Uncharacterized protein	MSMEI_0459	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7FDH0	I7FDH0	I7FDH0_MYCS2	unreviewed	Transcriptional regulator, GntR family	MSMEI_0467	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7FWH2	I7FWH2	I7FWH2_MYCS2	unreviewed	Formamidase (EC 3.5.1.49)	MSMEI_0471	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7G3C6	I7G3C6	I7G3C6_MYCS2	unreviewed	Transcriptional regulator, LacI family	MSMEI_0478	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7G3D4	I7G3D4	I7G3D4_MYCS2	unreviewed	Glucosamine-6-phosphate deaminase (EC 3.5.99.6)	MSMEI_0488	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7F5U6	I7F5U6	I7F5U6_MYCS2	unreviewed	6-phospho-beta-glucosidase (EC 3.2.1.86)	MSMEI_0489	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7G1X8	I7G1X8	I7G1X8_MYCS2	unreviewed	Operon regulator, DeoR family	MSMEI_0490	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7FWI2	I7FWI2	I7FWI2_MYCS2	unreviewed	Carbohydrate kinase	MSMEI_0491	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
A0QPS9	A0QPS9	A0QPS9_MYCS2	unreviewed	Probable sugar ABC transporter, substrate-binding protein, putative	MSMEG_0505	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000000757: Chromosome
I7G1Y0	I7G1Y0	I7G1Y0_MYCS2	unreviewed	Sugar ABC transporter ATP-binding protein	MSMEI_0495	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7FWI5	I7FWI5	I7FWI5_MYCS2	unreviewed	DeoR-family transcriptional regulator	MSMEI_0496	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
A0QR29	A0QR29	MSPA_MYCS2	reviewed	Porin MspA	mspA MSMEG_0965 MSMEI_0939	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000000757: Chromosome, UP000006158: Chromosome
I7F5W8	I7F5W8	I7F5W8_MYCS2	unreviewed	Transcriptional regulator, XRE family	MSMEI_0509	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7G1Z1	I7G1Z1	I7G1Z1_MYCS2	unreviewed	Short-chain dehydrogenase/reductase SDR	MSMEI_0515	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7FWJ6	I7FWJ6	I7FWJ6_MYCS2	unreviewed	Acyl-CoA dehydrogenase (EC 1.3.8.-)	MSMEI_0516	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
A0QPV5	A0QPV5	A0QPV5_MYCS2	unreviewed	Transcriptional regulator, TetR family protein	MSMEG_0532	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000000757: Chromosome
A0QPV8	A0QPV8	A0QPV8_MYCS2	unreviewed	GntR-family protein transcriptional regulator	MSMEG_0535	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000000757: Chromosome
I7FWK0	I7FWK0	I7FWK0_MYCS2	unreviewed	Intracellular protease, PfpI family	MSMEI_0521	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7FDL5	I7FDL5	I7FDL5_MYCS2	unreviewed	Conserved hypothetical membrane protein	MSMEI_0522	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7G3G2	I7G3G2	I7G3G2_MYCS2	unreviewed	MarR family transcriptional regulator	MSMEI_0523	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7F5Y3	I7F5Y3	I7F5Y3_MYCS2	unreviewed	Crp/Fnr familytranscriptional regulator	MSMEI_0524	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7G1Z5	I7G1Z5	I7G1Z5_MYCS2	unreviewed	FMN-binding negative transcriptional regulator	MSMEI_0525	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
A0QPW5	A0QPW5	A0QPW5_MYCS2	unreviewed	Antar domain protein	MSMEG_0542	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000000757: Chromosome
I7G3G6	I7G3G6	I7G3G6_MYCS2	unreviewed	LysR family transcriptional regulator	MSMEI_0528	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7FWK6	I7FWK6	I7FWK6_MYCS2	unreviewed	Methyltransferase type 11	MSMEI_0531	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7FDM3	I7FDM3	I7FDM3_MYCS2	unreviewed	Transcriptional regulator, LysR family	MSMEI_0532	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7FYP8	I7FYP8	I7FYP8_MYCS2	unreviewed	Putative IS630 family ISPsy1-like transposase	MSMEI_1690	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7G200	I7G200	I7G200_MYCS2	unreviewed	Aliphatic sulfonates family ABC transporter, periplasmic ligand-binding protein	MSMEI_0535	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7FWK9	I7FWK9	I7FWK9_MYCS2	unreviewed	ABC transporter ATP-binding protein	MSMEI_0536	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7FDM7	I7FDM7	I7FDM7_MYCS2	unreviewed	OsmC-like protein	MSMEI_0537	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7G3H3	I7G3H3	I7G3H3_MYCS2	unreviewed	Extracellular solute-binding protein family 1	MSMEI_0538	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7G3H8	I7G3H8	I7G3H8_MYCS2	unreviewed	Uncharacterized protein	MSMEI_0543	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7F603	I7F603	I7F603_MYCS2	unreviewed	Cold shock protein A cspA	cspA MSMEI_0544	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7FDN6	I7FDN6	I7FDN6_MYCS2	unreviewed	Uncharacterized protein	MSMEI_0547	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7G3I2	I7G3I2	I7G3I2_MYCS2	unreviewed	Conserved integral membrane protein	MSMEI_0548	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7FWM3	I7FWM3	I7FWM3_MYCS2	unreviewed	Conserved transmembrane transport protein MmpL1	mmpL6 MSMEI_0561	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7F623	I7F623	I7F623_MYCS2	unreviewed	Uncharacterized protein	MSMEI_0564	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7FWM6	I7FWM6	I7FWM6_MYCS2	unreviewed	4-aminobutyrate aminotransferase (EC 2.6.1.19)	gabT MSMEI_0566	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7FDQ7	I7FDQ7	I7FDQ7_MYCS2	unreviewed	Succinate semialdehyde dehydrogenase (EC 1.2.1.16)	MSMEI_0567	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7G3K2	I7G3K2	I7G3K2_MYCS2	unreviewed	L-rhamnose isomerase (EC 5.3.1.-)	MSMEI_0573	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7FWN2	I7FWN2	I7FWN2_MYCS2	unreviewed	LacI-family transcriptional regulator (EC 5.1.1.1)	MSMEI_0576	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7G3K6	I7G3K6	I7G3K6_MYCS2	unreviewed	Iron-sulfur cluster binding protein	MSMEI_0578	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7F638	I7F638	I7F638_MYCS2	unreviewed	Fumarate reductase-related protein (EC 1.8.98.1)	MSMEI_0579	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7FDS0	I7FDS0	I7FDS0_MYCS2	unreviewed	DNA primase small subunit (EC 6.5.1.1)	MSMEI_0582	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7F643	I7F643	I7F643_MYCS2	unreviewed	Short-chain dehydrogenase/reductase SDR	MSMEI_0584	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7FDS5	I7FDS5	I7FDS5_MYCS2	unreviewed	Acyl-CoA dehydrogenase FadE6	fadE6 MSMEI_0587	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7G3L2	I7G3L2	I7G3L2_MYCS2	unreviewed	D-isomer specific 2-hydroxyacid dehydrogenase NAD-binding protein (EC 1.1.1.95)	MSMEI_0588	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
I7FWP0	I7FWP0	I7FWP0_MYCS2	unreviewed	Glyoxalase/bleomycin resistance protein/dioxygenase	MSMEI_0591	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
A0QQ31	A0QQ31	A0QQ31_MYCS2	unreviewed	S-adenosyl-L-methionine-dependent methyltransferase (EC 2.1.1.-)	MSMEG_0607	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000000757: Chromosome
I7FDT6	I7FDT6	I7FDT6_MYCS2	unreviewed	Uncharacterized protein	MSMEI_0597	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000006158: Chromosome
A0QQ37	A0QQ37	Y614_MYCS2	reviewed	Putative S-adenosyl-L-methionine-dependent methyltransferase MSMEG_0614/MSMEI_0598 (EC 2.1.1.-)	MSMEG_0614 MSMEI_0598	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	UP000000757: Chromosome, UP000006158: Chromosome
